comm_cost,cost_mode,n_clients,trial,best_client_acc,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.01,fixed,10,1,0.9022801302931596,0.9279267263148627,0.9179267263148627,0.9087947882736156,0.8987947882736156
0.01,fixed,10,2,0.9098805646036916,0.9243576940651044,0.9143576940651044,0.9239956568946797,0.9139956568946797
0.01,fixed,10,3,0.8979370249728555,0.9409023420385928,0.9309023420385928,0.9087947882736156,0.8987947882736156
0.01,fixed,10,4,0.9196525515743756,0.9106931017353033,0.9006931017353033,0.9326818675352877,0.9226818675352877
0.01,fixed,10,5,0.9218241042345277,0.911235989900341,0.901235989900341,0.9261672095548317,0.9161672095548317
0.01,fixed,10,6,0.9229098805646037,0.9459491685239156,0.9359491685239156,0.9326818675352877,0.9226818675352877
0.01,fixed,10,7,0.9033659066232356,0.8921263264910035,0.8821263264910035,0.9142236699239956,0.9042236699239956
0.01,fixed,10,8,0.9250814332247557,0.9309886503436446,0.9209886503436446,0.9283387622149837,0.9183387622149837
0.01,fixed,10,9,0.9305103148751357,0.9504022963474361,0.9404022963474361,0.9315960912052117,0.9215960912052117
0.01,fixed,10,10,0.9044516829533116,0.9216432532399144,0.9116432532399144,0.9174809989142236,0.9074809989142236
0.01,fixed,10,11,0.9207383279044516,0.9097159030382348,0.8997159030382348,0.9370249728555917,0.9270249728555917
0.01,fixed,10,12,0.9098805646036916,0.9005953818655963,0.8905953818655963,0.9207383279044516,0.9107383279044516
0.01,fixed,10,13,0.9033659066232356,0.9186030795157017,0.9086030795157017,0.9207383279044516,0.9107383279044516
0.01,fixed,10,14,0.9348534201954397,0.9138418530925236,0.9038418530925236,0.9261672095548317,0.9161672095548317
0.01,fixed,10,15,0.9109663409337676,0.8989667173704826,0.8889667173704826,0.9174809989142236,0.9074809989142236
0.01,fixed,10,16,0.9098805646036916,0.9147405491995168,0.9047405491995167,0.9250814332247557,0.9150814332247557
0.01,fixed,10,17,0.9066232356134636,0.8957093883802542,0.8857093883802541,0.9153094462540716,0.9053094462540716
0.01,fixed,10,18,0.9077090119435396,0.9186030795157017,0.9086030795157017,0.9218241042345277,0.9118241042345276
0.01,fixed,10,19,0.9022801302931596,0.8927735344107213,0.8827735344107213,0.9196525515743756,0.9096525515743756
0.01,fixed,10,20,0.9087947882736156,0.9235976506340513,0.9135976506340513,0.9272529858849077,0.9172529858849077
0.01,fixed,10,21,0.9142236699239956,0.9349828275901481,0.924982827590148,0.9185667752442996,0.9085667752442996
0.01,fixed,10,22,0.9174809989142236,0.9041784437548472,0.8941784437548472,0.9207383279044516,0.9107383279044516
0.01,fixed,10,23,0.8957654723127035,0.9379707459473875,0.9279707459473875,0.9174809989142236,0.9074809989142236
