comm_cost,cost_mode,n_clients,max_depth,trial,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.01,fixed,10,100,1,0.847492327344295,0.837492327344295,0.8548065110565111,0.8448065110565111
0.01,fixed,10,100,2,0.8451515521707325,0.8351515521707324,0.8548065110565111,0.8448065110565111
0.01,fixed,10,100,3,0.8523197000182168,0.8423197000182168,0.8566492628992629,0.8466492628992629
0.01,fixed,10,100,4,0.8446869828937172,0.8346869828937172,0.8513513513513513,0.8413513513513513
0.01,fixed,10,100,5,0.8427757609125145,0.8327757609125145,0.8531941031941032,0.8431941031941032
0.01,fixed,10,100,6,0.8450835951883592,0.8350835951883592,0.8538083538083538,0.8438083538083538
0.01,fixed,10,100,7,0.848090153793547,0.838090153793547,0.8523495085995086,0.8423495085995086
0.01,fixed,10,100,8,0.8469075365776007,0.8369075365776006,0.8566492628992629,0.8466492628992629
0.01,fixed,10,100,9,0.8439292638811426,0.8339292638811426,0.8487407862407862,0.8387407862407862
0.01,fixed,10,100,10,0.8488338169841972,0.8388338169841972,0.8580313267813268,0.8480313267813268
0.01,fixed,10,100,11,0.8475608252485219,0.8375608252485219,0.8543458230958231,0.8443458230958231
0.01,fixed,10,100,12,0.8407072788923944,0.8307072788923944,0.8587223587223587,0.8487223587223587
0.01,fixed,10,100,13,0.8472593496814922,0.8372593496814922,0.8528101965601965,0.8428101965601965
0.01,fixed,10,100,14,0.850241351089435,0.840241351089435,0.8521959459459459,0.8421959459459459
0.01,fixed,10,100,15,0.8536466666470578,0.8436466666470578,0.8568028255528255,0.8468028255528255
0.01,fixed,10,100,16,0.8500161874120559,0.8400161874120559,0.8530405405405406,0.8430405405405406
0.01,fixed,10,100,17,0.8439428857296795,0.8339428857296795,0.8488943488943489,0.8388943488943489
0.01,fixed,10,100,18,0.8416582482964046,0.8316582482964046,0.8544993857493858,0.8444993857493858
0.01,fixed,10,100,19,0.8501748718102438,0.8401748718102438,0.8601812039312039,0.8501812039312039
0.01,fixed,10,100,20,0.8431327919382908,0.8331327919382908,0.8509674447174447,0.8409674447174447
0.01,fixed,10,100,21,0.8476267446663984,0.8376267446663984,0.8567260442260443,0.8467260442260442
0.01,fixed,10,100,22,0.8511650534095965,0.8411650534095965,0.8562653562653563,0.8462653562653563
0.01,fixed,10,100,23,0.8480399610036576,0.8380399610036576,0.851044226044226,0.841044226044226
0.01,fixed,10,100,24,0.8494777061237945,0.8394777061237945,0.8538083538083538,0.8438083538083538
0.01,fixed,10,100,25,0.8447913537168139,0.8347913537168139,0.8544226044226044,0.8444226044226044
0.01,fixed,10,100,26,0.8414414895331904,0.8314414895331904,0.8521191646191646,0.8421191646191646
0.01,fixed,10,100,27,0.8462282742177714,0.8362282742177714,0.8524262899262899,0.8424262899262899
0.01,fixed,10,100,28,0.8510950371624458,0.8410950371624458,0.8534244471744472,0.8434244471744472
0.01,fixed,10,100,29,0.8452335936734388,0.8352335936734387,0.8531173218673219,0.8431173218673219
0.01,fixed,10,100,30,0.8494777061237945,0.8394777061237945,0.8538083538083538,0.8438083538083538
0.01,fixed,10,100,31,0.8435488684163628,0.8335488684163628,0.8530405405405406,0.8430405405405406
0.01,fixed,10,100,32,0.848304868784398,0.838304868784398,0.8561885749385749,0.8461885749385749
0.01,fixed,10,100,33,0.8457379957347125,0.8357379957347125,0.8561117936117936,0.8461117936117936
0.01,fixed,10,100,34,0.8467660612785661,0.8367660612785661,0.8540386977886978,0.8440386977886978
