comm_cost,cost_mode,n_clients,max_depth,trial,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.01,fixed,10,100,1,0.8476617387219744,0.8376617387219744,0.8578947368421053,0.8478947368421053
0.01,fixed,10,100,2,0.8519034575371799,0.8419034575371799,0.8705263157894737,0.8605263157894737
0.01,fixed,10,100,3,0.848571005777309,0.838571005777309,0.8652631578947368,0.8552631578947368
0.01,fixed,10,100,4,0.8647559707503446,0.8547559707503446,0.8789473684210526,0.8689473684210526
0.01,fixed,10,100,5,0.8412430716691132,0.8312430716691132,0.8894736842105263,0.8794736842105263
0.01,fixed,10,100,6,0.8439447387505545,0.8339447387505545,0.8610526315789474,0.8510526315789474
0.01,fixed,10,100,7,0.8100985033913877,0.8000985033913877,0.8473684210526315,0.8373684210526315
0.01,fixed,10,100,8,0.8100289464920734,0.8000289464920733,0.88,0.87
0.01,fixed,10,100,9,0.8381252277940965,0.8281252277940965,0.8694736842105263,0.8594736842105263
0.01,fixed,10,100,10,0.8433566580129798,0.8333566580129798,0.8663157894736843,0.8563157894736843
0.01,fixed,10,100,11,0.8413266732944383,0.8313266732944383,0.8421052631578947,0.8321052631578947
0.01,fixed,10,100,12,0.8256922687211262,0.8156922687211262,0.8610526315789474,0.8510526315789474
0.01,fixed,10,100,13,0.8398426647392696,0.8298426647392696,0.8673684210526316,0.8573684210526316
0.01,fixed,10,100,14,0.8317607119832752,0.8217607119832752,0.8768421052631579,0.8668421052631579
0.01,fixed,10,100,15,0.8382130512600625,0.8282130512600625,0.8547368421052631,0.8447368421052631
0.01,fixed,10,100,16,0.8274687271633991,0.8174687271633991,0.8726315789473684,0.8626315789473684
0.01,fixed,10,100,17,0.8489112021339275,0.8389112021339274,0.8589473684210527,0.8489473684210527
0.01,fixed,10,100,18,0.8248333920325004,0.8148333920325004,0.8673684210526316,0.8573684210526316
0.01,fixed,10,100,19,0.8212349619893025,0.8112349619893024,0.8631578947368421,0.8531578947368421
0.01,fixed,10,100,20,0.856770344032558,0.846770344032558,0.8768421052631579,0.8668421052631579
0.01,fixed,10,100,21,0.8499937189860994,0.8399937189860994,0.88,0.87
0.01,fixed,10,100,22,0.8143508949585615,0.8043508949585615,0.8589473684210527,0.8489473684210527
0.01,fixed,10,100,23,0.8475577088723169,0.8375577088723168,0.8831578947368421,0.8731578947368421
0.01,fixed,10,100,24,0.8547012625418322,0.8447012625418322,0.8642105263157894,0.8542105263157894
0.01,fixed,10,100,25,0.8264171446050614,0.8164171446050614,0.8821052631578947,0.8721052631578947
0.01,fixed,10,100,26,0.8221892991214341,0.8121892991214341,0.8673684210526316,0.8573684210526316
0.01,fixed,10,100,27,0.8469837392981577,0.8369837392981577,0.8694736842105263,0.8594736842105263
0.01,fixed,10,100,28,0.8303271805999853,0.8203271805999853,0.8705263157894737,0.8605263157894737
0.01,fixed,10,100,29,0.8323126095458119,0.8223126095458119,0.868421052631579,0.858421052631579
0.01,fixed,10,100,30,0.8547012625418322,0.8447012625418322,0.8642105263157894,0.8542105263157894
0.01,fixed,10,100,31,0.8520440297071653,0.8420440297071653,0.8810526315789474,0.8710526315789474
0.01,fixed,10,100,32,0.8283440040339369,0.8183440040339369,0.8631578947368421,0.8531578947368421
0.01,fixed,10,100,33,0.8221499852183227,0.8121499852183227,0.8705263157894737,0.8605263157894737
0.01,fixed,10,100,34,0.8308186846862795,0.8208186846862795,0.8589473684210527,0.8489473684210527
0.01,fixed,10,100,35,0.83217241455274,0.82217241455274,0.8757894736842106,0.8657894736842106
