comm_cost,cost_mode,n_clients,trial,best_client_acc,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.12,fixed,10,1,0.7610526315789473,0.8476617387219744,0.7276617387219744,0.8578947368421053,0.7378947368421053
0.12,fixed,10,2,0.7589473684210526,0.8519034575371799,0.7319034575371799,0.8705263157894737,0.7505263157894737
0.12,fixed,10,3,0.7610526315789473,0.848571005777309,0.728571005777309,0.8652631578947368,0.7452631578947368
0.12,fixed,10,4,0.7694736842105263,0.8647559707503446,0.7447559707503446,0.8789473684210526,0.7589473684210526
0.12,fixed,10,5,0.7621052631578947,0.8412430716691132,0.7212430716691132,0.8894736842105263,0.7694736842105263
0.12,fixed,10,6,0.748421052631579,0.8439447387505545,0.7239447387505545,0.8610526315789474,0.7410526315789474
0.12,fixed,10,7,0.7473684210526316,0.8100985033913877,0.6900985033913877,0.8473684210526315,0.7273684210526316
0.12,fixed,10,8,0.783157894736842,0.8100289464920734,0.6900289464920734,0.88,0.76
0.12,fixed,10,9,0.7557894736842106,0.8381252277940965,0.7181252277940965,0.8694736842105263,0.7494736842105263
0.12,fixed,10,10,0.7631578947368421,0.8433566580129798,0.7233566580129798,0.8663157894736843,0.7463157894736843
0.12,fixed,10,11,0.7421052631578947,0.8413266732944383,0.7213266732944383,0.8421052631578947,0.7221052631578947
0.12,fixed,10,12,0.7726315789473684,0.8256922687211262,0.7056922687211262,0.8610526315789474,0.7410526315789474
0.12,fixed,10,13,0.7684210526315789,0.8398426647392696,0.7198426647392696,0.8673684210526316,0.7473684210526316
0.12,fixed,10,14,0.7852631578947369,0.8317607119832752,0.7117607119832752,0.8768421052631579,0.7568421052631579
0.12,fixed,10,15,0.751578947368421,0.8382130512600625,0.7182130512600625,0.8547368421052631,0.7347368421052631
0.12,fixed,10,16,0.751578947368421,0.8274687271633991,0.7074687271633991,0.8726315789473684,0.7526315789473684
0.12,fixed,10,17,0.7589473684210526,0.8489112021339275,0.7289112021339275,0.8589473684210527,0.7389473684210527
0.12,fixed,10,18,0.7642105263157895,0.8248333920325004,0.7048333920325004,0.8673684210526316,0.7473684210526316
0.12,fixed,10,19,0.7705263157894737,0.8212349619893025,0.7012349619893025,0.8631578947368421,0.7431578947368421
0.12,fixed,10,20,0.751578947368421,0.856770344032558,0.736770344032558,0.8768421052631579,0.7568421052631579
0.12,fixed,10,21,0.7694736842105263,0.8499937189860994,0.7299937189860994,0.88,0.76
0.12,fixed,10,22,0.7821052631578947,0.8143508949585615,0.6943508949585615,0.8589473684210527,0.7389473684210527
0.12,fixed,10,23,0.7810526315789473,0.8475577088723169,0.7275577088723169,0.8831578947368421,0.7631578947368421
0.12,fixed,10,24,0.7631578947368421,0.8547012625418322,0.7347012625418322,0.8642105263157894,0.7442105263157894
0.12,fixed,10,25,0.791578947368421,0.8264171446050614,0.7064171446050614,0.8821052631578947,0.7621052631578947
0.12,fixed,10,26,0.7652631578947369,0.8221892991214341,0.7021892991214341,0.8673684210526316,0.7473684210526316
0.12,fixed,10,27,0.7526315789473684,0.8469837392981577,0.7269837392981577,0.8694736842105263,0.7494736842105263
0.12,fixed,10,28,0.7557894736842106,0.8303271805999853,0.7103271805999853,0.8705263157894737,0.7505263157894737
0.12,fixed,10,29,0.7589473684210526,0.8323126095458119,0.7123126095458119,0.868421052631579,0.748421052631579
0.12,fixed,10,30,0.7631578947368421,0.8547012625418322,0.7347012625418322,0.8642105263157894,0.7442105263157894
0.12,fixed,10,31,0.7621052631578947,0.8520440297071653,0.7320440297071653,0.8810526315789474,0.7610526315789474
0.12,fixed,10,32,0.7642105263157895,0.8283440040339369,0.7083440040339369,0.8631578947368421,0.7431578947368421
0.12,fixed,10,33,0.7726315789473684,0.8221499852183227,0.7021499852183227,0.8705263157894737,0.7505263157894737
0.12,fixed,10,34,0.748421052631579,0.8308186846862795,0.7108186846862795,0.8589473684210527,0.7389473684210527
0.12,fixed,10,35,0.7736842105263158,0.83217241455274,0.71217241455274,0.8757894736842106,0.7557894736842106
0.12,fixed,10,36,0.7547368421052632,0.8378016732582625,0.7178016732582625,0.8610526315789474,0.7410526315789474
0.12,fixed,10,37,0.7757894736842105,0.8299442129948428,0.7099442129948428,0.8810526315789474,0.7610526315789474
0.12,fixed,10,38,0.7463157894736843,0.8401581542907337,0.7201581542907337,0.8589473684210527,0.7389473684210527
0.12,fixed,10,39,0.7736842105263158,0.8518151309053922,0.7318151309053922,0.8810526315789474,0.7610526315789474
0.12,fixed,10,40,0.7821052631578947,0.8084840618929197,0.6884840618929197,0.8663157894736843,0.7463157894736843
0.12,fixed,10,41,0.7684210526315789,0.8340468266055372,0.7140468266055372,0.8757894736842106,0.7557894736842106
0.12,fixed,10,42,0.7663157894736842,0.8569546292836469,0.7369546292836469,0.8673684210526316,0.7473684210526316
0.12,fixed,10,43,0.7673684210526316,0.8386300595446275,0.7186300595446276,0.8726315789473684,0.7526315789473684
0.12,fixed,10,44,0.7631578947368421,0.8419593505427684,0.7219593505427684,0.8610526315789474,0.7410526315789474
0.12,fixed,10,45,0.7705263157894737,0.8239288906015919,0.7039288906015919,0.848421052631579,0.728421052631579
0.12,fixed,10,46,0.7789473684210526,0.8129152127143601,0.6929152127143601,0.8736842105263158,0.7536842105263158
0.12,fixed,10,47,0.78,0.8316940958778647,0.7116940958778647,0.8726315789473684,0.7526315789473684
0.12,fixed,10,48,0.7873684210526316,0.8004274821292358,0.6804274821292358,0.8652631578947368,0.7452631578947368
0.12,fixed,10,49,0.7673684210526316,0.8467436559291782,0.7267436559291782,0.8894736842105263,0.7694736842105263
0.12,fixed,10,50,0.7526315789473684,0.8398732758232229,0.7198732758232229,0.8810526315789474,0.7610526315789474
0.12,fixed,10,51,0.7536842105263157,0.8387036020748221,0.7187036020748221,0.8694736842105263,0.7494736842105263
0.12,fixed,10,52,0.7736842105263158,0.8423385928825741,0.7223385928825741,0.8757894736842106,0.7557894736842106
0.12,fixed,10,53,0.7589473684210526,0.8315692044749536,0.7115692044749536,0.8621052631578947,0.7421052631578947
0.12,fixed,10,54,0.7642105263157895,0.8248333920325004,0.7048333920325004,0.8673684210526316,0.7473684210526316
0.12,fixed,10,55,0.7694736842105263,0.8479919409565441,0.7279919409565441,0.871578947368421,0.751578947368421
0.12,fixed,10,56,0.7621052631578947,0.8327269732112906,0.7127269732112906,0.86,0.74
0.12,fixed,10,57,0.7547368421052632,0.8383496760024591,0.7183496760024591,0.868421052631579,0.748421052631579
0.12,fixed,10,58,0.7610526315789473,0.8221843551462367,0.7021843551462367,0.8505263157894737,0.7305263157894737
0.12,fixed,10,59,0.7684210526315789,0.827234735703721,0.707234735703721,0.868421052631579,0.748421052631579
0.12,fixed,10,60,0.7747368421052632,0.8346476467760886,0.7146476467760886,0.9010526315789473,0.7810526315789473
0.12,fixed,10,61,0.7652631578947369,0.833489525944354,0.713489525944354,0.8642105263157894,0.7442105263157894
0.12,fixed,10,62,0.7652631578947369,0.805995172692592,0.685995172692592,0.8568421052631578,0.7368421052631579
0.12,fixed,10,63,0.7673684210526316,0.8299416561660686,0.7099416561660686,0.871578947368421,0.751578947368421
0.12,fixed,10,64,0.7684210526315789,0.8223392454456613,0.7023392454456613,0.8578947368421053,0.7378947368421053
0.12,fixed,10,65,0.7705263157894737,0.8306014882712932,0.7106014882712932,0.8652631578947368,0.7452631578947368
0.12,fixed,10,66,0.7694736842105263,0.8218621713963943,0.7018621713963943,0.8789473684210526,0.7589473684210526
0.12,fixed,10,67,0.7526315789473684,0.8438109009392284,0.7238109009392284,0.8568421052631578,0.7368421052631579
0.12,fixed,10,68,0.7652631578947369,0.8414700532483408,0.7214700532483408,0.8589473684210527,0.7389473684210527
0.12,fixed,10,69,0.7705263157894737,0.8369328147136721,0.7169328147136721,0.8652631578947368,0.7452631578947368
0.12,fixed,10,70,0.7663157894736842,0.822245635929637,0.702245635929637,0.8694736842105263,0.7494736842105263
0.12,fixed,10,71,0.7631578947368421,0.8370862714566362,0.7170862714566362,0.8768421052631579,0.7568421052631579
0.12,fixed,10,72,0.7757894736842105,0.8215269227505739,0.7015269227505739,0.8768421052631579,0.7568421052631579
0.12,fixed,10,73,0.7589473684210526,0.8489112021339275,0.7289112021339275,0.8589473684210527,0.7389473684210527
0.12,fixed,10,74,0.7526315789473684,0.8579655501273726,0.7379655501273726,0.8726315789473684,0.7526315789473684
0.12,fixed,10,75,0.7694736842105263,0.8221499253633674,0.7021499253633674,0.8515789473684211,0.7315789473684211
0.12,fixed,10,76,0.7694736842105263,0.8386192382487254,0.7186192382487254,0.8610526315789474,0.7410526315789474
0.12,fixed,10,77,0.7578947368421053,0.8389902129728062,0.7189902129728062,0.8694736842105263,0.7494736842105263
0.12,fixed,10,78,0.783157894736842,0.8259594175896131,0.7059594175896131,0.8821052631578947,0.7621052631578947
0.12,fixed,10,79,0.7873684210526316,0.8247209607721749,0.7047209607721749,0.8852631578947369,0.7652631578947369
0.12,fixed,10,80,0.7968421052631579,0.8017310584490053,0.6817310584490053,0.8694736842105263,0.7494736842105263
0.12,fixed,10,81,0.7894736842105263,0.8373208727845696,0.7173208727845696,0.8863157894736842,0.7663157894736842
0.12,fixed,10,82,0.7778947368421053,0.8235824223591804,0.7035824223591804,0.8894736842105263,0.7694736842105263
0.12,fixed,10,83,0.7673684210526316,0.8359604643444517,0.7159604643444517,0.8705263157894737,0.7505263157894737
0.12,fixed,10,84,0.7705263157894737,0.8151393969372501,0.6951393969372501,0.8705263157894737,0.7505263157894737
0.12,fixed,10,85,0.7557894736842106,0.838738322081934,0.718738322081934,0.8463157894736842,0.7263157894736842
0.12,fixed,10,86,0.7747368421052632,0.8346476467760886,0.7146476467760886,0.9010526315789473,0.7810526315789473
