comm_cost,cost_mode,n_clients,max_iter,trial,predicted_global,effective_predicted_global,actual_global,effective_actual_global,error
0.1,fixed,10,100,37,0.9178784625748426,0.8178784625748426,0.9218241042345277,0.8218241042345277,-0.0039456416596850286
0.1,fixed,10,100,38,0.8905315022240488,0.7905315022240488,0.9370249728555917,0.8370249728555917,-0.046493470631542966
0.1,fixed,10,100,39,0.9120038438690129,0.8120038438690129,0.9196525515743756,0.8196525515743757,-0.007648707705362745
0.1,fixed,10,100,40,0.9112622907615182,0.8112622907615182,0.9250814332247557,0.8250814332247557,-0.013819142463237455
0.1,fixed,10,100,41,0.8856294915630015,0.7856294915630015,0.9250814332247557,0.8250814332247557,-0.03945194166175414
0.1,fixed,10,100,42,0.9057121078180631,0.8057121078180631,0.9207383279044516,0.8207383279044517,-0.015026220086388542
0.1,fixed,10,100,43,0.9095805604012765,0.8095805604012766,0.9087947882736156,0.8087947882736156,0.0007857721276609553
0.1,fixed,10,100,44,0.9075632847633587,0.8075632847633587,0.9131378935939196,0.8131378935939196,-0.005574608830560934
0.1,fixed,10,100,45,0.9110633082397672,0.8110633082397672,0.9381107491856677,0.8381107491856677,-0.027047440945900503
0.1,fixed,10,100,46,0.8925666861426282,0.7925666861426283,0.9120521172638436,0.8120521172638436,-0.01948543112121537
0.1,fixed,10,100,47,0.886655232352545,0.786655232352545,0.9087947882736156,0.8087947882736156,-0.02213955592107064
0.1,fixed,10,100,48,0.8866329249978246,0.7866329249978247,0.9153094462540716,0.8153094462540716,-0.02867652125624698
0.1,fixed,10,100,49,0.9272611715705126,0.8272611715705126,0.9337676438653637,0.8337676438653637,-0.006506472294851129
0.1,fixed,10,100,50,0.8881405335892274,0.7881405335892274,0.9218241042345277,0.8218241042345277,-0.033683570645300254
0.1,fixed,10,100,51,0.8894270174216395,0.7894270174216396,0.9174809989142236,0.8174809989142237,-0.02805398149258409
0.1,fixed,10,100,52,0.9349946113019312,0.8349946113019312,0.9489685124864278,0.8489685124864278,-0.013973901184496595
0.1,fixed,10,100,53,0.9274653742206546,0.8274653742206546,0.9391965255157437,0.8391965255157438,-0.01173115129508917
0.1,fixed,10,100,54,0.8960413336937006,0.7960413336937007,0.9326818675352877,0.8326818675352877,-0.03664053384158705
0.1,fixed,10,100,55,0.9069434191934425,0.8069434191934425,0.9337676438653637,0.8337676438653637,-0.02682422467192125
0.1,fixed,10,100,56,0.8933320443034811,0.7933320443034811,0.9153094462540716,0.8153094462540716,-0.021977401950590503
0.1,fixed,10,100,57,0.889910286438213,0.789910286438213,0.9370249728555917,0.8370249728555917,-0.047114686417378704
0.1,fixed,10,100,58,0.8967231466670433,0.7967231466670434,0.9174809989142236,0.8174809989142237,-0.020757852247180297
0.1,fixed,10,100,59,0.9235870608226566,0.8235870608226566,0.9305103148751357,0.8305103148751357,-0.0069232540524790664
0.1,fixed,10,100,60,0.9179449135156018,0.8179449135156018,0.9283387622149837,0.8283387622149837,-0.010393848699381869
0.1,fixed,10,100,61,0.913685020744702,0.8136850207447021,0.9381107491856677,0.8381107491856677,-0.02442572844096569
0.1,fixed,10,100,62,0.9070869314144067,0.8070869314144067,0.9229098805646037,0.8229098805646037,-0.015822949150196997
0.1,fixed,10,100,63,0.9141040895223131,0.8141040895223132,0.9218241042345277,0.8218241042345277,-0.007720014712214507
0.1,fixed,10,100,64,0.8909893657649011,0.7909893657649011,0.9109663409337676,0.8109663409337676,-0.01997697516886654
0.1,fixed,10,100,65,0.897648661761429,0.797648661761429,0.9153094462540716,0.8153094462540716,-0.017660784492642634
0.1,fixed,10,100,66,0.9042366983368707,0.8042366983368707,0.9283387622149837,0.8283387622149837,-0.024102063878112978
0.1,fixed,10,100,67,0.8913883181251103,0.7913883181251103,0.9185667752442996,0.8185667752442997,-0.027178457119189314
0.1,fixed,10,100,68,0.9076956460057067,0.8076956460057068,0.9239956568946797,0.8239956568946797,-0.016300010888972927
0.1,fixed,10,100,69,0.9228054862189287,0.8228054862189287,0.9370249728555917,0.8370249728555917,-0.014219486636663059
0.1,fixed,10,100,70,0.9011841758507649,0.801184175850765,0.9120521172638436,0.8120521172638436,-0.010867941413078674
0.1,fixed,10,100,71,0.9119696482565851,0.8119696482565851,0.9478827361563518,0.8478827361563518,-0.03591308789976666
0.1,fixed,10,100,72,0.8924988150737347,0.7924988150737348,0.9283387622149837,0.8283387622149837,-0.03583994714124894
0.1,fixed,10,100,73,0.9096584437634121,0.8096584437634121,0.9250814332247557,0.8250814332247557,-0.015422989461343573
0.1,fixed,10,100,74,0.8860633885587208,0.7860633885587208,0.9467969598262758,0.8467969598262758,-0.060733571267554964
0.1,fixed,10,100,75,0.9090057069665729,0.8090057069665729,0.9283387622149837,0.8283387622149837,-0.01933305524841078
0.1,fixed,10,100,76,0.8880752229071491,0.7880752229071492,0.9250814332247557,0.8250814332247557,-0.037006210317606536
0.1,fixed,10,100,77,0.9254174781728017,0.8254174781728018,0.9218241042345277,0.8218241042345277,0.0035933739382740804
0.1,fixed,10,100,78,0.9010103428719572,0.8010103428719573,0.9218241042345277,0.8218241042345277,-0.020813761362570404
0.1,fixed,10,100,79,0.907684100364406,0.8076841003644061,0.9315960912052117,0.8315960912052117,-0.02391199084080564
0.1,fixed,10,100,80,0.914539816248652,0.814539816248652,0.9239956568946797,0.8239956568946797,-0.009455840646027669
0.1,fixed,10,100,81,0.9119268384626753,0.8119268384626753,0.9218241042345277,0.8218241042345277,-0.009897265771852348
0.1,fixed,10,100,82,0.9213111758408311,0.8213111758408311,0.9283387622149837,0.8283387622149837,-0.007027586374152572
0.1,fixed,10,100,83,0.9151099080297028,0.8151099080297028,0.9315960912052117,0.8315960912052117,-0.016486183175508873
0.1,fixed,10,100,84,0.9112701773582758,0.8112701773582758,0.9250814332247557,0.8250814332247557,-0.01381125586647991
0.1,fixed,10,100,85,0.8992620782991348,0.7992620782991349,0.9120521172638436,0.8120521172638436,-0.012790038964708761
0.1,fixed,10,100,86,0.9161887871949399,0.8161887871949399,0.9326818675352877,0.8326818675352877,-0.0164930803403478
0.1,fixed,10,100,87,0.9251695559293742,0.8251695559293742,0.9174809989142236,0.8174809989142237,0.007688557015150588
0.1,fixed,10,100,88,0.9014850171894813,0.8014850171894813,0.9174809989142236,0.8174809989142237,-0.01599598172474237
0.1,fixed,10,100,89,0.8936860030742703,0.7936860030742703,0.9174809989142236,0.8174809989142237,-0.02379499583995337
0.1,fixed,10,100,90,0.9100541370505622,0.8100541370505622,0.9326818675352877,0.8326818675352877,-0.02262773048472555
0.1,fixed,10,100,91,0.8899992299366702,0.7899992299366703,0.9163952225841476,0.8163952225841477,-0.026395992647477384
0.1,fixed,10,100,92,0.9010485901814869,0.8010485901814869,0.9142236699239956,0.8142236699239956,-0.013175079742508755
0.1,fixed,10,100,93,0.8926953206162774,0.7926953206162775,0.9218241042345277,0.8218241042345277,-0.02912878361825022
0.1,fixed,10,100,94,0.9008679079380887,0.8008679079380887,0.9229098805646037,0.8229098805646037,-0.022041972626514972
0.1,fixed,10,100,95,0.9101720413355561,0.8101720413355561,0.9044516829533116,0.8044516829533116,0.005720358382244495
0.1,fixed,10,100,96,0.9002084560215265,0.8002084560215266,0.9153094462540716,0.8153094462540716,-0.015100990232545075
0.1,fixed,10,100,97,0.9137657059801151,0.8137657059801151,0.9120521172638436,0.8120521172638436,0.0017135887162714747
0.1,fixed,10,100,98,0.9120817284215912,0.8120817284215912,0.9109663409337676,0.8109663409337676,0.0011153874878235825
0.1,fixed,10,100,99,0.9320236945694809,0.8320236945694809,0.9218241042345277,0.8218241042345277,0.010199590334953212
0.1,fixed,10,100,100,0.9090611338389216,0.8090611338389216,0.9250814332247557,0.8250814332247557,-0.016020299385834047
0.1,fixed,20,100,1,0.9007008899197104,0.8007008899197104,0.9315960912052117,0.8315960912052117,-0.030895201285501273
0.1,fixed,20,100,2,0.9049240438002899,0.8049240438002899,0.9326818675352877,0.8326818675352877,-0.0277578237349978
0.1,fixed,20,100,3,0.8967624663734722,0.7967624663734723,0.9131378935939196,0.8131378935939196,-0.01637542722044738
0.1,fixed,20,100,4,0.8855705629885051,0.7855705629885051,0.9163952225841476,0.8163952225841477,-0.030824659595642512
0.1,fixed,20,100,5,0.9400093066778702,0.8400093066778702,0.9315960912052117,0.8315960912052117,0.008413215472658497
0.1,fixed,20,100,6,0.9093274932024261,0.8093274932024261,0.9261672095548317,0.8261672095548317,-0.016839716352405554
0.1,fixed,20,100,7,0.9111721496427948,0.8111721496427948,0.9185667752442996,0.8185667752442997,-0.007394625601504834
0.1,fixed,20,100,8,0.896069556360503,0.796069556360503,0.9109663409337676,0.8109663409337676,-0.014896784573264599
0.1,fixed,20,100,9,0.8849327548709847,0.7849327548709847,0.9066232356134636,0.8066232356134636,-0.021690480742478924
0.1,fixed,20,100,10,0.8925088660477617,0.7925088660477617,0.8990228013029316,0.7990228013029316,-0.006513935255169856
0.1,fixed,20,100,11,0.8947583771145384,0.7947583771145385,0.9131378935939196,0.8131378935939196,-0.018379516479381186
0.1,fixed,20,100,12,0.8783860666748633,0.7783860666748633,0.9185667752442996,0.8185667752442997,-0.04018070856943634
0.1,fixed,20,100,13,0.9141632379038862,0.8141632379038862,0.9207383279044516,0.8207383279044517,-0.006575090000565442
0.1,fixed,20,100,14,0.8953116005950155,0.7953116005950155,0.9174809989142236,0.8174809989142237,-0.022169398319208167
0.1,fixed,20,100,15,0.8906149193931354,0.7906149193931354,0.9131378935939196,0.8131378935939196,-0.022522974200784196
0.1,fixed,20,100,16,0.9145463407072429,0.814546340707243,0.9272529858849077,0.8272529858849077,-0.012706645177664733
0.1,fixed,20,100,17,0.9177453427726056,0.8177453427726056,0.9326818675352877,0.8326818675352877,-0.014936524762682146
0.1,fixed,20,100,18,0.9316316444931072,0.8316316444931072,0.9413680781758957,0.8413680781758958,-0.009736433682788537
0.1,fixed,20,100,19,0.9038104690007811,0.8038104690007811,0.9294245385450597,0.8294245385450597,-0.025614069544278584
0.1,fixed,20,100,20,0.9030559700400018,0.8030559700400018,0.9250814332247557,0.8250814332247557,-0.022025463184753846
0.1,fixed,20,100,21,0.9102008153125646,0.8102008153125646,0.9413680781758957,0.8413680781758958,-0.031167262863331158
0.1,fixed,20,100,22,0.8912950837327795,0.7912950837327796,0.9153094462540716,0.8153094462540716,-0.024014362521292076
0.1,fixed,20,100,23,0.9168655123908113,0.8168655123908113,0.9207383279044516,0.8207383279044517,-0.003872815513640382
0.1,fixed,20,100,24,0.9311217911806459,0.8311217911806459,0.9218241042345277,0.8218241042345277,0.009297686946118211
0.1,fixed,20,100,25,0.9181770974224516,0.8181770974224516,0.9174809989142236,0.8174809989142237,0.0006960985082279381
0.1,fixed,20,100,26,0.937097119420653,0.837097119420653,0.9337676438653637,0.8337676438653637,0.003329475555289285
0.1,fixed,20,100,27,0.9221083220748124,0.8221083220748124,0.9337676438653637,0.8337676438653637,-0.011659321790551291
0.1,fixed,20,100,28,0.9019619982748225,0.8019619982748225,0.9131378935939196,0.8131378935939196,-0.011175895319097129
0.1,fixed,20,100,29,0.9368193615292238,0.8368193615292239,0.9337676438653637,0.8337676438653637,0.003051717663860143
0.1,fixed,20,100,30,0.9349735851996883,0.8349735851996883,0.9337676438653637,0.8337676438653637,0.0012059413343246117
0.1,fixed,20,100,31,0.9216408363857719,0.8216408363857719,0.9283387622149837,0.8283387622149837,-0.006697925829211804
0.1,fixed,20,100,32,0.9044034790091297,0.8044034790091297,0.9109663409337676,0.8109663409337676,-0.006562861924637953
0.1,fixed,20,100,33,0.9226504017128137,0.8226504017128137,0.9283387622149837,0.8283387622149837,-0.005688360502170031
0.1,fixed,20,100,34,0.9236122788744058,0.8236122788744058,0.9272529858849077,0.8272529858849077,-0.003640707010501898
0.1,fixed,20,100,35,0.9112733117121865,0.8112733117121865,0.9283387622149837,0.8283387622149837,-0.017065450502797175
0.1,fixed,20,100,36,0.908875972425846,0.808875972425846,0.9185667752442996,0.8185667752442997,-0.009690802818453692
0.1,fixed,20,100,37,0.9359281448365951,0.8359281448365952,0.9348534201954397,0.8348534201954397,0.0010747246411554334
0.1,fixed,20,100,38,0.9181416752614837,0.8181416752614837,0.9261672095548317,0.8261672095548317,-0.008025534293347958
0.1,fixed,20,100,39,0.8869428573500173,0.7869428573500173,0.9315960912052117,0.8315960912052117,-0.044653233855194374
0.1,fixed,20,100,40,0.9102133127717418,0.8102133127717418,0.9239956568946797,0.8239956568946797,-0.013782344122937884
0.1,fixed,20,100,41,0.8918874710781214,0.7918874710781214,0.9250814332247557,0.8250814332247557,-0.03319396214663428
0.1,fixed,20,100,42,0.8932090937489872,0.7932090937489872,0.9196525515743756,0.8196525515743757,-0.026443457825388483
0.1,fixed,20,100,43,0.9298634726977075,0.8298634726977075,0.9098805646036916,0.8098805646036916,0.019982908094015928
0.1,fixed,20,100,44,0.9251516758469714,0.8251516758469715,0.9294245385450597,0.8294245385450597,-0.004272862698088242
0.1,fixed,20,100,45,0.8976359083766384,0.7976359083766384,0.9283387622149837,0.8283387622149837,-0.030702853838345256
0.1,fixed,20,100,46,0.885539983158691,0.785539983158691,0.9077090119435396,0.8077090119435396,-0.02216902878484861
0.1,fixed,20,100,47,0.899820873342521,0.799820873342521,0.9315960912052117,0.8315960912052117,-0.03177521786269066
0.1,fixed,20,100,48,0.9251630206510708,0.8251630206510708,0.9098805646036916,0.8098805646036916,0.015282456047379211
0.1,fixed,20,100,49,0.8882764417239554,0.7882764417239554,0.9153094462540716,0.8153094462540716,-0.027033004530116256
0.1,fixed,20,100,50,0.9072982541471865,0.8072982541471865,0.9207383279044516,0.8207383279044517,-0.013440073757265192
0.1,fixed,20,100,51,0.8952725377813991,0.7952725377813992,0.9229098805646037,0.8229098805646037,-0.02763734278320451
0.1,fixed,20,100,52,0.8964079783225534,0.7964079783225534,0.9272529858849077,0.8272529858849077,-0.03084500756235431
0.1,fixed,20,100,53,0.9179400919955681,0.8179400919955682,0.9250814332247557,0.8250814332247557,-0.0071413412291875256
0.1,fixed,20,100,54,0.9103781413404894,0.8103781413404895,0.9142236699239956,0.8142236699239956,-0.0038455285835061748
0.1,fixed,20,100,55,0.8980037209172156,0.7980037209172156,0.9109663409337676,0.8109663409337676,-0.012962620016552018
0.1,fixed,20,100,56,0.9191485197212397,0.8191485197212397,0.9359391965255157,0.8359391965255157,-0.01679067680427604
0.1,fixed,20,100,57,0.9154398788029349,0.8154398788029349,0.9174809989142236,0.8174809989142237,-0.0020411201112887634
0.1,fixed,20,100,58,0.9232150059173186,0.8232150059173187,0.9294245385450597,0.8294245385450597,-0.006209532627741043
0.1,fixed,20,100,59,0.9250869860305226,0.8250869860305227,0.9337676438653637,0.8337676438653637,-0.008680657834841066
0.1,fixed,20,100,60,0.9233384856736738,0.8233384856736738,0.9272529858849077,0.8272529858849077,-0.003914500211233851
0.1,fixed,20,100,61,0.9153169502514874,0.8153169502514874,0.9207383279044516,0.8207383279044517,-0.005421377652964243
0.1,fixed,20,100,62,0.9257698883573495,0.8257698883573495,0.9174809989142236,0.8174809989142237,0.00828888944312589
0.1,fixed,20,100,63,0.8903916511164467,0.7903916511164467,0.9196525515743756,0.8196525515743757,-0.02926090045792895
0.1,fixed,20,100,64,0.8962962582082283,0.7962962582082284,0.9153094462540716,0.8153094462540716,-0.019013188045843288
0.1,fixed,20,100,65,0.9161680327304704,0.8161680327304704,0.9370249728555917,0.8370249728555917,-0.020856940125121293
0.1,fixed,20,100,66,0.9366021344464245,0.8366021344464245,0.9326818675352877,0.8326818675352877,0.003920266911136783
0.1,fixed,20,100,67,0.9135739920676889,0.8135739920676889,0.9218241042345277,0.8218241042345277,-0.008250112166838797
0.1,fixed,20,100,68,0.897576336917957,0.797576336917957,0.9196525515743756,0.8196525515743757,-0.022076214656418625
0.1,fixed,20,100,69,0.9050597081970803,0.8050597081970803,0.9229098805646037,0.8229098805646037,-0.017850172367523398
0.1,fixed,20,100,70,0.9261361984876059,0.8261361984876059,0.9305103148751357,0.8305103148751357,-0.004374116387529825
0.1,fixed,20,100,71,0.8972368108121733,0.7972368108121733,0.9272529858849077,0.8272529858849077,-0.030016175072734352
0.1,fixed,20,100,72,0.9022115912531538,0.8022115912531538,0.9142236699239956,0.8142236699239956,-0.012012078670841864
0.1,fixed,20,100,73,0.9020092145665642,0.8020092145665643,0.9305103148751357,0.8305103148751357,-0.028501100308571448
0.1,fixed,20,100,74,0.9030111700090797,0.8030111700090797,0.9229098805646037,0.8229098805646037,-0.019898710555523946
0.1,fixed,20,100,75,0.8940117283526501,0.7940117283526501,0.9207383279044516,0.8207383279044517,-0.026726599551801566
0.1,fixed,20,100,76,0.8968138588737838,0.7968138588737839,0.9218241042345277,0.8218241042345277,-0.02501024536074381
0.1,fixed,20,100,77,0.882293470912219,0.782293470912219,0.9196525515743756,0.8196525515743757,-0.03735908066215665
0.1,fixed,20,100,78,0.9183442217845917,0.8183442217845918,0.9131378935939196,0.8131378935939196,0.005206328190672127
0.1,fixed,20,100,79,0.8911110319004295,0.7911110319004295,0.9250814332247557,0.8250814332247557,-0.03397040132432616
0.1,fixed,20,100,80,0.9208602125405163,0.8208602125405163,0.9185667752442996,0.8185667752442997,0.0022934372962166716
0.1,fixed,20,100,81,0.9038337836740838,0.8038337836740839,0.9239956568946797,0.8239956568946797,-0.020161873220595816
0.1,fixed,20,100,82,0.9232812492914528,0.8232812492914529,0.9218241042345277,0.8218241042345277,0.0014571450569251798
0.1,fixed,20,100,83,0.9059426732295504,0.8059426732295504,0.9261672095548317,0.8261672095548317,-0.020224536325281317
0.1,fixed,20,100,84,0.9349221734578402,0.8349221734578403,0.9272529858849077,0.8272529858849077,0.0076691875729325565
0.1,fixed,20,100,85,0.9058824049578533,0.8058824049578533,0.9098805646036916,0.8098805646036916,-0.003998159645838273
0.1,fixed,20,100,86,0.9108882509426809,0.8108882509426809,0.9153094462540716,0.8153094462540716,-0.004421195311390735
0.1,fixed,20,100,87,0.8913586328037696,0.7913586328037696,0.9185667752442996,0.8185667752442997,-0.027208142440530048
0.1,fixed,20,100,88,0.9195731934058877,0.8195731934058877,0.9163952225841476,0.8163952225841477,0.003177970821740095
0.1,fixed,20,100,89,0.9233649945160678,0.8233649945160678,0.9337676438653637,0.8337676438653637,-0.010402649349295912
0.1,fixed,20,100,90,0.9210785121023051,0.8210785121023051,0.9250814332247557,0.8250814332247557,-0.004002921122450598
0.1,fixed,20,100,91,0.9335207770075203,0.8335207770075204,0.9315960912052117,0.8315960912052117,0.0019246858023086455
0.1,fixed,20,100,92,0.894163532019855,0.794163532019855,0.9022801302931596,0.8022801302931596,-0.008116598273304576
0.1,fixed,20,100,93,0.916938447538318,0.816938447538318,0.9218241042345277,0.8218241042345277,-0.0048856566962096615
0.1,fixed,20,100,94,0.8831182539971599,0.78311825399716,0.9109663409337676,0.8109663409337676,-0.027848086936607674
0.1,fixed,20,100,95,0.9242907315353951,0.8242907315353951,0.9337676438653637,0.8337676438653637,-0.009476912329968612
0.1,fixed,20,100,96,0.9235495139865101,0.8235495139865101,0.9142236699239956,0.8142236699239956,0.009325844062514466
0.1,fixed,20,100,97,0.9215423219743405,0.8215423219743405,0.9163952225841476,0.8163952225841477,0.005147099390192866
0.1,fixed,20,100,98,0.9470477502177715,0.8470477502177716,0.9337676438653637,0.8337676438653637,0.013280106352407839
0.1,fixed,20,100,99,0.8832761062192649,0.7832761062192649,0.9001085776330076,0.8001085776330076,-0.016832471413742667
0.1,fixed,20,100,100,0.914498920803374,0.814498920803374,0.9272529858849077,0.8272529858849077,-0.01275406508153365
0.1,fixed,30,100,1,0.9202825157754592,0.8202825157754592,0.9196525515743756,0.8196525515743757,0.0006299642010835216
0.1,fixed,30,100,2,0.8906152156304146,0.7906152156304146,0.9163952225841476,0.8163952225841477,-0.02578000695373306
0.1,fixed,30,100,3,0.9153151493950891,0.8153151493950891,0.9250814332247557,0.8250814332247557,-0.0097662838296666
0.1,fixed,30,100,4,0.8972471608491561,0.7972471608491561,0.9087947882736156,0.8087947882736156,-0.011547627424459472
0.1,fixed,30,100,5,0.9399989606318093,0.8399989606318093,0.9272529858849077,0.8272529858849077,0.012745974746901645
0.1,fixed,30,100,6,0.9562919387188547,0.8562919387188547,0.9239956568946797,0.8239956568946797,0.03229628182417499
0.1,fixed,30,100,7,0.8993257622396071,0.7993257622396072,0.9196525515743756,0.8196525515743757,-0.020326789334768502
0.1,fixed,30,100,8,0.9252871211788561,0.8252871211788562,0.9207383279044516,0.8207383279044517,0.0045487932744044945
0.1,fixed,30,100,9,0.9026105886305641,0.8026105886305641,0.9066232356134636,0.8066232356134636,-0.004012646982899493
0.1,fixed,30,100,10,0.8857612362783807,0.7857612362783807,0.9207383279044516,0.8207383279044517,-0.03497709162607099
0.1,fixed,30,100,11,0.9314206377982498,0.8314206377982498,0.9337676438653637,0.8337676438653637,-0.0023470060671139104
0.1,fixed,30,100,12,0.9083234660235898,0.8083234660235898,0.9196525515743756,0.8196525515743757,-0.011329085550785822
0.1,fixed,30,100,13,0.9098982064475094,0.8098982064475094,0.9142236699239956,0.8142236699239956,-0.004325463476486213
0.1,fixed,30,100,14,0.9218085417914139,0.8218085417914139,0.9359391965255157,0.8359391965255157,-0.0141306547341018
0.1,fixed,30,100,15,0.9216431386011017,0.8216431386011017,0.9250814332247557,0.8250814332247557,-0.00343829462365397
0.1,fixed,30,100,16,0.9170801372097066,0.8170801372097066,0.9022801302931596,0.8022801302931596,0.014800006916547037
0.1,fixed,30,100,17,0.918794344368024,0.818794344368024,0.9229098805646037,0.8229098805646037,-0.004115536196579672
0.1,fixed,30,100,18,0.9074979538159907,0.8074979538159908,0.9163952225841476,0.8163952225841477,-0.008897268768156885
0.1,fixed,30,100,19,0.8913388430569,0.7913388430569,0.9109663409337676,0.8109663409337676,-0.019627497876867572
0.1,fixed,30,100,20,0.9276985556796405,0.8276985556796406,0.9261672095548317,0.8261672095548317,0.0015313461248088744
0.1,fixed,30,100,21,0.9179617395418619,0.8179617395418619,0.9077090119435396,0.8077090119435396,0.010252727598322298
0.1,fixed,30,100,22,0.8823482296539296,0.7823482296539296,0.9055374592833876,0.8055374592833876,-0.02318922962945802
0.1,fixed,30,100,23,0.8944592973998019,0.7944592973998019,0.9185667752442996,0.8185667752442997,-0.024107477844497738
0.1,fixed,30,100,24,0.9293603513300378,0.8293603513300378,0.9370249728555917,0.8370249728555917,-0.007664621525553916
0.1,fixed,30,100,25,0.911540291588715,0.811540291588715,0.9163952225841476,0.8163952225841477,-0.00485493099543266
0.1,fixed,30,100,26,0.9240076504187156,0.8240076504187156,0.9294245385450597,0.8294245385450597,-0.00541688812634411
0.1,fixed,30,100,27,0.9446640882545442,0.8446640882545442,0.9239956568946797,0.8239956568946797,0.020668431359864514
0.1,fixed,30,100,28,0.9185912329728194,0.8185912329728194,0.9261672095548317,0.8261672095548317,-0.007575976582012256
0.1,fixed,30,100,29,0.9206104584462528,0.8206104584462528,0.9207383279044516,0.8207383279044517,-0.0001278694581988704
0.1,fixed,30,100,30,0.9061107551144393,0.8061107551144393,0.9196525515743756,0.8196525515743757,-0.013541796459936362
0.1,fixed,30,100,31,0.906013825334413,0.806013825334413,0.9261672095548317,0.8261672095548317,-0.02015338422041868
0.1,fixed,30,100,32,0.9069559054842701,0.8069559054842701,0.9283387622149837,0.8283387622149837,-0.021382856730713606
