n_clients,max_pred_minus_best,max_actual_minus_best,avg_pred_minus_best,avg_actual_minus_best,std_pred_minus_best,std_actual_minus_best,count
10,0.016154405996866905,0.03894736842105262,0.006339202610647088,0.009421052631578946,0.007896359374963469,0.011077770249323157,600
20,0.02206073362922334,0.05368421052631578,0.00716802622155318,0.018757894736842112,0.007031929711077174,0.013103714829726758,600
30,0.02013029681061118,0.054736842105263195,0.004900352557360243,0.017536842105263156,0.007657145659776552,0.013563071169234175,600
40,0.01853446661804703,0.039999999999999925,0.004925147125268326,0.011642105263157896,0.0068299479700523556,0.012496261401061075,600
50,0.017063889569199686,0.040000000000000036,0.004338241855140501,0.006947368421052641,0.006971546568317397,0.011853741756634097,600
60,0.017638300246030747,0.02947368421052632,0.003957481451207464,0.0029578947368421003,0.006520660904591118,0.011420450310212714,600
70,0.015488873717953933,0.02947368421052632,0.0041436729507746415,0.0017578947368421104,0.006683684536021802,0.011766394181677917,600
80,0.01825120421847215,0.020000000000000018,0.0026860160397674726,-0.0008105263157894671,0.0073188713127831494,0.011423520906294596,600
90,0.01545326865994745,0.034736842105263066,0.0023763671332993324,-0.0011263157894736786,0.007216817571299619,0.010794497791948719,600
100,0.017079334839541715,0.021052631578947434,-0.00018200332781698878,-0.002599999999999987,0.00876486648188644,0.0117959755252187,600
