comm_cost,cost_mode,n_clients,max_iter,trial,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.05,fixed,10,100,1,0.9279267263148627,0.8779267263148627,0.9087947882736156,0.8587947882736156
0.05,fixed,10,100,2,0.9243576940651044,0.8743576940651043,0.9239956568946797,0.8739956568946796
0.05,fixed,10,100,3,0.9409023420385928,0.8909023420385928,0.9087947882736156,0.8587947882736156
0.05,fixed,10,100,4,0.9106931017353033,0.8606931017353032,0.9326818675352877,0.8826818675352877
0.05,fixed,10,100,5,0.911235989900341,0.861235989900341,0.9261672095548317,0.8761672095548316
0.05,fixed,10,100,6,0.9459491685239156,0.8959491685239156,0.9326818675352877,0.8826818675352877
0.05,fixed,10,100,7,0.8921263264910035,0.8421263264910035,0.9142236699239956,0.8642236699239956
0.05,fixed,10,100,8,0.9309886503436446,0.8809886503436446,0.9283387622149837,0.8783387622149836
0.05,fixed,10,100,9,0.9504022963474361,0.9004022963474361,0.9315960912052117,0.8815960912052117
0.05,fixed,10,100,10,0.9216432532399144,0.8716432532399143,0.9174809989142236,0.8674809989142236
0.05,fixed,10,100,11,0.9097159030382348,0.8597159030382348,0.9370249728555917,0.8870249728555917
0.05,fixed,10,100,12,0.9005953818655963,0.8505953818655962,0.9207383279044516,0.8707383279044516
0.05,fixed,10,100,13,0.9186030795157017,0.8686030795157017,0.9207383279044516,0.8707383279044516
0.05,fixed,10,100,14,0.9138418530925236,0.8638418530925236,0.9261672095548317,0.8761672095548316
0.05,fixed,10,100,15,0.8989667173704826,0.8489667173704826,0.9174809989142236,0.8674809989142236
0.05,fixed,10,100,16,0.9147405491995168,0.8647405491995167,0.9250814332247557,0.8750814332247556
0.05,fixed,10,100,17,0.8957093883802542,0.8457093883802541,0.9153094462540716,0.8653094462540716
0.05,fixed,10,100,18,0.9186030795157017,0.8686030795157017,0.9218241042345277,0.8718241042345276
0.05,fixed,10,100,19,0.8927735344107213,0.8427735344107212,0.9196525515743756,0.8696525515743756
0.05,fixed,10,100,20,0.9235976506340513,0.8735976506340513,0.9272529858849077,0.8772529858849076
0.05,fixed,10,100,21,0.9349828275901481,0.884982827590148,0.9185667752442996,0.8685667752442996
0.05,fixed,10,100,22,0.9041784437548472,0.8541784437548472,0.9207383279044516,0.8707383279044516
0.05,fixed,10,100,23,0.9379707459473875,0.8879707459473875,0.9174809989142236,0.8674809989142236
0.05,fixed,10,100,24,0.8953836554812316,0.8453836554812315,0.9087947882736156,0.8587947882736156
0.05,fixed,10,100,25,0.9085516241180837,0.8585516241180836,0.9229098805646037,0.8729098805646036
0.05,fixed,10,100,26,0.9015725805626649,0.8515725805626648,0.9272529858849077,0.8772529858849076
0.05,fixed,10,100,27,0.9292282130407451,0.879228213040745,0.9239956568946797,0.8739956568946796
0.05,fixed,10,100,28,0.913190387294478,0.863190387294478,0.9402823018458197,0.8902823018458197
0.05,fixed,10,100,29,0.9272269769953909,0.8772269769953909,0.9348534201954397,0.8848534201954397
0.05,fixed,10,100,30,0.902658356892741,0.8526583568927409,0.9261672095548317,0.8761672095548316
0.05,fixed,10,100,31,0.9464935015591625,0.8964935015591624,0.9315960912052117,0.8815960912052117
0.05,fixed,10,100,32,0.9013554252966496,0.8513554252966495,0.9294245385450597,0.8794245385450596
0.05,fixed,10,100,33,0.9248382690692237,0.8748382690692237,0.9337676438653637,0.8837676438653637
0.05,fixed,10,100,34,0.9213637848129804,0.8713637848129804,0.9348534201954397,0.8848534201954397
