comm_cost,cost_mode,n_clients,max_depth,trial,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.08,fixed,20,100,12,0.8475339668193996,0.7675339668193997,0.8586455773955773,0.7786455773955774
0.08,fixed,20,100,13,0.8495708118718788,0.7695708118718788,0.8611025798525799,0.7811025798525799
0.08,fixed,20,100,14,0.8532568098837017,0.7732568098837017,0.8578009828009828,0.7778009828009829
0.08,fixed,20,100,15,0.8521744536653044,0.7721744536653045,0.8580313267813268,0.7780313267813268
0.08,fixed,20,100,16,0.8545212511860505,0.7745212511860505,0.8595669533169533,0.7795669533169534
0.08,fixed,20,100,17,0.8439354022724171,0.7639354022724172,0.859029484029484,0.779029484029484
0.08,fixed,20,100,18,0.842056715694818,0.762056715694818,0.8551904176904177,0.7751904176904177
0.08,fixed,20,100,19,0.8494890797551478,0.7694890797551478,0.8596437346437347,0.7796437346437347
0.08,fixed,20,100,20,0.8502886492702286,0.7702886492702287,0.8566492628992629,0.776649262899263
0.08,fixed,20,100,21,0.8495320534680042,0.7695320534680042,0.8544226044226044,0.7744226044226045
0.08,fixed,20,100,22,0.8483136651478612,0.7683136651478613,0.8628685503685504,0.7828685503685504
0.08,fixed,20,100,23,0.8520351983107084,0.7720351983107084,0.8603347665847666,0.7803347665847666
0.08,fixed,20,100,24,0.8479182799501642,0.7679182799501643,0.8588759213759214,0.7788759213759214
0.08,fixed,20,100,25,0.8431805136911312,0.7631805136911313,0.8593366093366094,0.7793366093366094
0.08,fixed,20,100,26,0.8433603251001244,0.7633603251001244,0.8553439803439803,0.7753439803439803
0.08,fixed,20,100,27,0.8407555336506063,0.7607555336506063,0.8577242014742015,0.7777242014742015
0.08,fixed,20,100,28,0.8482256390324755,0.7682256390324755,0.8617168304668305,0.7817168304668305
0.08,fixed,20,100,29,0.8487049445902,0.7687049445902,0.8582616707616708,0.7782616707616709
0.08,fixed,20,100,30,0.8479182799501642,0.7679182799501643,0.8588759213759214,0.7788759213759214
0.08,fixed,20,100,31,0.8483458108658591,0.7683458108658592,0.860411547911548,0.780411547911548
0.08,fixed,20,100,32,0.8507997219901559,0.7707997219901559,0.8593366093366094,0.7793366093366094
0.08,fixed,20,100,33,0.8466544000639551,0.7666544000639551,0.8617168304668305,0.7817168304668305
0.08,fixed,20,100,34,0.8520673436632549,0.7720673436632549,0.8574938574938575,0.7774938574938576
0.08,fixed,20,100,35,0.8490842812792402,0.7690842812792402,0.8575706388206388,0.7775706388206388
0.08,fixed,20,100,36,0.8421725343157878,0.7621725343157878,0.8584920147420148,0.7784920147420148
0.08,fixed,20,100,37,0.8495630867211763,0.7695630867211763,0.856418918918919,0.776418918918919
0.08,fixed,20,100,38,0.8511573600844172,0.7711573600844173,0.8593366093366094,0.7793366093366094
0.08,fixed,20,100,39,0.8481620941815511,0.7681620941815511,0.8579545454545454,0.7779545454545455
0.08,fixed,20,100,40,0.8483896647278631,0.7683896647278632,0.8560350122850123,0.7760350122850124
0.08,fixed,20,100,41,0.8431255697001482,0.7631255697001482,0.8577242014742015,0.7777242014742015
0.08,fixed,20,100,42,0.8468920432949038,0.7668920432949038,0.8584920147420148,0.7784920147420148
0.08,fixed,20,100,43,0.8393261384182071,0.7593261384182072,0.8577242014742015,0.7777242014742015
0.08,fixed,20,100,44,0.8471747864371986,0.7671747864371986,0.855036855036855,0.775036855036855
0.08,fixed,20,100,45,0.8480794946882609,0.768079494688261,0.8566492628992629,0.776649262899263
0.08,fixed,20,100,46,0.8441152259940218,0.7641152259940218,0.8544993857493858,0.7744993857493858
0.08,fixed,20,100,47,0.8479950216923314,0.7679950216923315,0.8576474201474201,0.7776474201474202
0.08,fixed,20,100,48,0.8516380933587054,0.7716380933587055,0.8577242014742015,0.7777242014742015
0.08,fixed,20,100,49,0.8499468539361102,0.7699468539361103,0.8558046683046683,0.7758046683046683
0.08,fixed,20,100,50,0.8489434950643855,0.7689434950643855,0.855958230958231,0.775958230958231
0.08,fixed,20,100,51,0.8407705587701434,0.7607705587701434,0.8598740786240786,0.7798740786240786
0.08,fixed,20,100,52,0.8461246158517308,0.7661246158517309,0.855958230958231,0.775958230958231
0.08,fixed,20,100,53,0.8506110338262818,0.7706110338262818,0.8528869778869779,0.7728869778869779
0.08,fixed,20,100,54,0.842056715694818,0.762056715694818,0.8551904176904177,0.7751904176904177
0.08,fixed,20,100,55,0.8478754470732482,0.7678754470732483,0.8558046683046683,0.7758046683046683
0.08,fixed,20,100,56,0.8397080798245878,0.7597080798245879,0.8569563882063882,0.7769563882063882
0.08,fixed,20,100,57,0.8481991424537404,0.7681991424537404,0.855958230958231,0.775958230958231
0.08,fixed,20,100,58,0.8540013499246489,0.774001349924649,0.8574170761670762,0.7774170761670762
0.08,fixed,20,100,59,0.8439099564322018,0.7639099564322018,0.8543458230958231,0.7743458230958231
0.08,fixed,20,100,60,0.8527241536494167,0.7727241536494167,0.8543458230958231,0.7743458230958231
0.08,fixed,20,100,61,0.8500275482403284,0.7700275482403285,0.8602579852579852,0.7802579852579853
0.08,fixed,20,100,62,0.8482356865519126,0.7682356865519127,0.859259828009828,0.7792598280098281
0.08,fixed,20,100,63,0.8448339469142824,0.7648339469142824,0.85995085995086,0.77995085995086
0.08,fixed,20,100,64,0.8491915556595682,0.7691915556595682,0.8619471744471745,0.7819471744471745
0.08,fixed,20,100,65,0.8464012361458966,0.7664012361458966,0.8571099508599509,0.7771099508599509
0.08,fixed,20,100,66,0.8423333460750866,0.7623333460750866,0.8572635135135135,0.7772635135135135
0.08,fixed,20,100,67,0.849300291500202,0.7693002915002021,0.8605651105651105,0.7805651105651106
0.08,fixed,20,100,68,0.8450821033710465,0.7650821033710465,0.8571099508599509,0.7771099508599509
0.08,fixed,20,100,69,0.8464881274012976,0.7664881274012977,0.856418918918919,0.776418918918919
0.08,fixed,20,100,70,0.838551265972471,0.758551265972471,0.8575706388206388,0.7775706388206388
0.08,fixed,20,100,71,0.8488717857784728,0.7688717857784728,0.8566492628992629,0.776649262899263
0.08,fixed,20,100,72,0.8439613157082217,0.7639613157082218,0.8593366093366094,0.7793366093366094
0.08,fixed,20,100,73,0.8439354022724171,0.7639354022724172,0.859029484029484,0.779029484029484
0.08,fixed,20,100,74,0.855672395757226,0.775672395757226,0.8601044226044227,0.7801044226044227
0.08,fixed,20,100,75,0.847341460990276,0.767341460990276,0.8578777641277642,0.7778777641277642
0.08,fixed,20,100,76,0.8494030561269799,0.7694030561269799,0.8571867321867321,0.7771867321867322
0.08,fixed,20,100,77,0.8512794766213552,0.7712794766213552,0.859029484029484,0.779029484029484
0.08,fixed,20,100,78,0.8438282994313794,0.7638282994313794,0.859029484029484,0.779029484029484
0.08,fixed,20,100,79,0.8480192664605222,0.7680192664605222,0.8585687960687961,0.7785687960687961
0.08,fixed,20,100,80,0.8521750878823743,0.7721750878823743,0.8585687960687961,0.7785687960687961
0.08,fixed,20,100,81,0.850182981951116,0.770182981951116,0.8601044226044227,0.7801044226044227
0.08,fixed,20,100,82,0.8516987516957437,0.7716987516957438,0.859720515970516,0.7797205159705161
0.08,fixed,20,100,83,0.8444278433009234,0.7644278433009234,0.8549600737100738,0.7749600737100738
0.08,fixed,20,100,84,0.8523585840101043,0.7723585840101044,0.8574170761670762,0.7774170761670762
0.08,fixed,20,100,85,0.8473257481885761,0.7673257481885761,0.8589527027027027,0.7789527027027028
0.08,fixed,20,100,86,0.8527241536494167,0.7727241536494167,0.8543458230958231,0.7743458230958231
0.08,fixed,20,100,87,0.8432108033208795,0.7632108033208795,0.855958230958231,0.775958230958231
0.08,fixed,20,100,88,0.8439702900722003,0.7639702900722003,0.8587223587223587,0.7787223587223587
0.08,fixed,20,100,89,0.8495320534680042,0.7695320534680042,0.8544226044226044,0.7744226044226045
0.08,fixed,20,100,90,0.8423853066181117,0.7623853066181118,0.8581081081081081,0.7781081081081082
0.08,fixed,20,100,91,0.8467838421996053,0.7667838421996054,0.8587223587223587,0.7787223587223587
0.08,fixed,20,100,92,0.8440365668762112,0.7640365668762112,0.859490171990172,0.779490171990172
0.08,fixed,20,100,93,0.8477516317663403,0.7677516317663403,0.8601044226044227,0.7801044226044227
0.08,fixed,20,100,94,0.8497746954539549,0.7697746954539549,0.8614864864864865,0.7814864864864866
0.08,fixed,20,100,95,0.8474710014720678,0.7674710014720678,0.8574938574938575,0.7774938574938576
0.08,fixed,20,100,96,0.8543907828774064,0.7743907828774065,0.8556511056511057,0.7756511056511057
0.08,fixed,20,100,97,0.8539772155709636,0.7739772155709637,0.8568796068796068,0.7768796068796069
0.08,fixed,20,100,98,0.8501002883441402,0.7701002883441402,0.8587223587223587,0.7787223587223587
0.08,fixed,20,100,99,0.846141330498026,0.766141330498026,0.8568028255528255,0.7768028255528255
0.08,fixed,20,100,100,0.8526965449136578,0.7726965449136578,0.8586455773955773,0.7786455773955774
0.08,fixed,30,100,1,0.8400834199610592,0.7600834199610592,0.8582616707616708,0.7782616707616709
0.08,fixed,30,100,2,0.8465565065956551,0.7665565065956551,0.8586455773955773,0.7786455773955774
0.08,fixed,30,100,3,0.8505023711814511,0.7705023711814512,0.8595669533169533,0.7795669533169534
0.08,fixed,30,100,4,0.8529783039191847,0.7729783039191848,0.8568028255528255,0.7768028255528255
0.08,fixed,30,100,5,0.8470043282414986,0.7670043282414987,0.8607186732186732,0.7807186732186733
0.08,fixed,30,100,6,0.8538344592131064,0.7738344592131065,0.856418918918919,0.776418918918919
0.08,fixed,30,100,7,0.8483220904841948,0.7683220904841949,0.8572635135135135,0.7772635135135135
0.08,fixed,30,100,8,0.8443278464197959,0.7643278464197959,0.8602579852579852,0.7802579852579853
0.08,fixed,30,100,9,0.8459705981041347,0.7659705981041347,0.8573402948402948,0.7773402948402949
0.08,fixed,30,100,10,0.8518011001436251,0.7718011001436251,0.860411547911548,0.780411547911548
0.08,fixed,30,100,11,0.8474903317497436,0.7674903317497437,0.8584152334152334,0.7784152334152334
0.08,fixed,30,100,12,0.8463067190355817,0.7663067190355818,0.8584152334152334,0.7784152334152334
0.08,fixed,30,100,13,0.8476585511144379,0.7676585511144379,0.8619471744471745,0.7819471744471745
0.08,fixed,30,100,14,0.8501446769574625,0.7701446769574626,0.8585687960687961,0.7785687960687961
0.08,fixed,30,100,15,0.8462188976450412,0.7662188976450413,0.8601044226044227,0.7801044226044227
0.08,fixed,30,100,16,0.8539466294811333,0.7739466294811334,0.8625614250614251,0.7825614250614251
0.08,fixed,30,100,17,0.8592471539135986,0.7792471539135987,0.8573402948402948,0.7773402948402949
0.08,fixed,30,100,18,0.8463064554847247,0.7663064554847248,0.8574938574938575,0.7774938574938576
0.08,fixed,30,100,19,0.8456328086432792,0.7656328086432792,0.8595669533169533,0.7795669533169534
0.08,fixed,30,100,20,0.8495875667906961,0.7695875667906962,0.8570331695331695,0.7770331695331696
0.08,fixed,30,100,21,0.8523520001230223,0.7723520001230223,0.855958230958231,0.775958230958231
0.08,fixed,30,100,22,0.8397201182287686,0.7597201182287686,0.8617168304668305,0.7817168304668305
0.08,fixed,30,100,23,0.846291841592434,0.766291841592434,0.8573402948402948,0.7773402948402949
0.08,fixed,30,100,24,0.8468540572794051,0.7668540572794051,0.858338452088452,0.7783384520884521
0.08,fixed,30,100,25,0.8477813758209625,0.7677813758209625,0.8615632678132679,0.7815632678132679
0.08,fixed,30,100,26,0.8477132852192268,0.7677132852192269,0.8565724815724816,0.7765724815724816
0.08,fixed,30,100,27,0.8477614918115705,0.7677614918115705,0.8557278869778869,0.775727886977887
0.08,fixed,30,100,28,0.8484643069247437,0.7684643069247438,0.85879914004914,0.7787991400491401
0.08,fixed,30,100,29,0.8502188872945973,0.7702188872945973,0.8574170761670762,0.7774170761670762
0.08,fixed,30,100,30,0.8468540572794051,0.7668540572794051,0.858338452088452,0.7783384520884521
0.08,fixed,30,100,31,0.8440187521348691,0.7640187521348691,0.8574170761670762,0.7774170761670762
0.08,fixed,30,100,32,0.8467971636504305,0.7667971636504305,0.8637899262899262,0.7837899262899263
0.08,fixed,30,100,33,0.8486515849094243,0.7686515849094243,0.8589527027027027,0.7789527027027028
0.08,fixed,30,100,34,0.8477001779570401,0.7677001779570402,0.8580313267813268,0.7780313267813268
0.08,fixed,30,100,35,0.8540905860346757,0.7740905860346757,0.85879914004914,0.7787991400491401
0.08,fixed,30,100,36,0.8497411391088623,0.7697411391088623,0.8573402948402948,0.7773402948402949
0.08,fixed,30,100,37,0.8475822036126861,0.7675822036126861,0.8585687960687961,0.7785687960687961
0.08,fixed,30,100,38,0.8440126861774457,0.7640126861774458,0.8601812039312039,0.7801812039312039
0.08,fixed,30,100,39,0.8523396660940856,0.7723396660940857,0.8618703931203932,0.7818703931203932
0.08,fixed,30,100,40,0.8480454591490239,0.7680454591490239,0.8589527027027027,0.7789527027027028
0.08,fixed,30,100,41,0.8544443678714378,0.7744443678714379,0.860411547911548,0.780411547911548
0.08,fixed,30,100,42,0.8459403396639741,0.7659403396639741,0.8594133906633906,0.7794133906633907
0.08,fixed,30,100,43,0.8442273803414754,0.7642273803414754,0.860411547911548,0.780411547911548
0.08,fixed,30,100,44,0.8512095365414565,0.7712095365414565,0.8619471744471745,0.7819471744471745
0.08,fixed,30,100,45,0.8514962054474843,0.7714962054474843,0.8604883292383292,0.7804883292383292
0.08,fixed,30,100,46,0.8447092577093245,0.7647092577093245,0.8564957002457002,0.7764957002457002
0.08,fixed,30,100,47,0.8444849585713577,0.7644849585713578,0.858338452088452,0.7783384520884521
0.08,fixed,30,100,48,0.8414724629882557,0.7614724629882558,0.8593366093366094,0.7793366093366094
0.08,fixed,30,100,49,0.8509751274511896,0.7709751274511897,0.8581848894348895,0.7781848894348895
0.08,fixed,30,100,50,0.8435464233057042,0.7635464233057042,0.8584920147420148,0.7784920147420148
0.08,fixed,30,100,51,0.8507771101770253,0.7707771101770253,0.8598740786240786,0.7798740786240786
0.08,fixed,30,100,52,0.8460622378518943,0.7660622378518943,0.8575706388206388,0.7775706388206388
0.08,fixed,30,100,53,0.845738809498071,0.765738809498071,0.8577242014742015,0.7777242014742015
0.08,fixed,30,100,54,0.8463064554847247,0.7663064554847248,0.8574938574938575,0.7774938574938576
0.08,fixed,30,100,55,0.8506652692660526,0.7706652692660526,0.8580313267813268,0.7780313267813268
0.08,fixed,30,100,56,0.8540663375357161,0.7740663375357162,0.8568028255528255,0.7768028255528255
0.08,fixed,30,100,57,0.8481344705443031,0.7681344705443032,0.8579545454545454,0.7779545454545455
0.08,fixed,30,100,58,0.8444999144218701,0.7644999144218702,0.8585687960687961,0.7785687960687961
0.08,fixed,30,100,59,0.8501859735054119,0.770185973505412,0.8603347665847666,0.7803347665847666
0.08,fixed,30,100,60,0.8484152736823781,0.7684152736823782,0.8548065110565111,0.7748065110565111
0.08,fixed,30,100,61,0.8502245023172178,0.7702245023172178,0.8587223587223587,0.7787223587223587
0.08,fixed,30,100,62,0.851383224170919,0.7713832241709191,0.8586455773955773,0.7786455773955774
0.08,fixed,30,100,63,0.8467200832617574,0.7667200832617574,0.8601812039312039,0.7801812039312039
0.08,fixed,30,100,64,0.8481484663271954,0.7681484663271955,0.859259828009828,0.7792598280098281
0.08,fixed,30,100,65,0.8521407093531853,0.7721407093531854,0.8575706388206388,0.7775706388206388
0.08,fixed,30,100,66,0.8535305964445254,0.7735305964445255,0.859259828009828,0.7792598280098281
0.08,fixed,30,100,67,0.8427672862822342,0.7627672862822342,0.8569563882063882,0.7769563882063882
0.08,fixed,30,100,68,0.844351731027507,0.7643517310275071,0.8596437346437347,0.7796437346437347
0.08,fixed,30,100,69,0.8501377954645848,0.7701377954645848,0.8576474201474201,0.7776474201474202
0.08,fixed,30,100,70,0.8455103519059216,0.7655103519059216,0.8562653562653563,0.7762653562653563
0.08,fixed,30,100,71,0.8523417194657515,0.7723417194657516,0.8584920147420148,0.7784920147420148
0.08,fixed,30,100,72,0.842128193904665,0.762128193904665,0.8615632678132679,0.7815632678132679
0.08,fixed,30,100,73,0.8592471539135986,0.7792471539135987,0.8573402948402948,0.7773402948402949
0.08,fixed,30,100,74,0.850858522873385,0.7708585228733851,0.8570331695331695,0.7770331695331696
0.08,fixed,30,100,75,0.8477947938279875,0.7677947938279875,0.8578777641277642,0.7778777641277642
0.08,fixed,30,100,76,0.8482734301448149,0.768273430144815,0.8607186732186732,0.7807186732186733
0.08,fixed,30,100,77,0.8440640289119421,0.7640640289119421,0.8582616707616708,0.7782616707616709
0.08,fixed,30,100,78,0.8447233770765276,0.7647233770765276,0.8582616707616708,0.7782616707616709
0.08,fixed,30,100,79,0.8481768689303603,0.7681768689303603,0.8607954545454546,0.7807954545454546
